ja	ください	verb	1	3	109	2368
ja	見	verb	1	3	2058	3583
ja	行く	verb	1	3	569	1837
ja	持っ	verb	1	3	1288	2079
ja	食べ	verb	1	3	1392	2109
ja	あっ	verb	1	3	735	2058
ja	やっ	verb	1	3	918	2043
ja	行っ	verb	1	3	1742	2598
ja	なり	verb	1	3	1317	1998
ja	思っ	verb	1	3	1470	1992
ja	必要	noun	1	3	788	2107
ja	し	verb	1	3	6894	34418
ja	こと	noun	1	3	2128	16853
ja	い	verb	1	3	1690	16757
ja	トム	noun	1	3	183	12438
ja	する	verb	1	3	1446	12067
ja	ない	adjective	1	3	3642	7664
ja	ある	verb	1	3	3618	6058
ja	あり	verb	1	3	3265	4844
ja	考え	verb	1	3	757	1230
ja	人	noun	1	3	689	4822
ja	なっ	verb	1	3	3212	4675
ja	いい	adjective	1	3	1701	4449
ja	もの	noun	1	3	1780	4109
ja	でき	verb	1	3	1109	3833
ja	あなた	compounds	1	3	56	3725
ja	さ	verb	1	3	242	3699
ja	それ	compounds	1	3	51	3504
ja	いる	verb	1	3	1224	3485
ja	どう	adverb	1	3	784	3165
ja	き	verb	1	3	595	3129
ja	言っ	verb	1	3	1738	2933
ja	なる	verb	1	3	1555	2859
ja	時	noun	1	3	134	2604
ja	家	noun	1	3	90	2528
ja	くれ	verb	1	3	243	2465
ja	仕事	noun	1	3	123	2305
ja	本	noun	1	3	154	2292
ja	これ	compounds	1	3	51	2129
ja	来	verb	1	3	1201	2087
ja	時間	noun	1	3	168	1891
ja	日	noun	1	3	260	1888
ja	思う	verb	1	3	1535	1827
ja	本当	noun	1	3	236	1742
ja	知っ	verb	1	3	1246	1735
ja	どこ	compounds	1	3	316	1724
ja	言う	verb	1	3	446	1684
ja	なさい	verb	1	3	26	1678
ja	問題	noun	1	3	204	1617
ja	事	noun	1	3	294	1577
ja	勉強	noun	1	3	682	1518
ja	行き	verb	1	3	1182	1507
ja	なかっ	adjective	1	3	682	1488
ja	方	noun	1	3	104	1447
ja	思い	verb	1	3	1384	1445
ja	よい	adjective	1	3	367	1398
ja	聞い	verb	1	3	721	1365
ja	できる	verb	1	3	258	1354
ja	電話	noun	1	3	352	1323
ja	話し	verb	1	3	816	1317
ja	気	noun	1	3	35	1307
ja	そう	adverb	1	3	176	1301
ja	話	noun	1	3	120	1301
ja	知ら	verb	1	3	890	1293
ja	つもり	noun	1	3	894	1170
ja	出	verb	1	3	756	1168
ja	車	noun	1	3	55	1085
ja	語	noun	1	3	48	1080
ja	買っ	verb	1	3	670	1050
ja	住ん	verb	1	3	771	1037
ja	ところ	noun	1	3	316	1031
ja	子供	noun	1	3	41	1029
ja	金	noun	1	3	29	1026
ja	教え	verb	1	3	879	1017
ja	入っ	verb	1	3	583	1010
ja	み	verb	1	3	100	1003
ja	良い	adjective	1	3	263	938
ja	成功	noun	1	3	293	905
ja	いっ	verb	1	3	317	902
ja	忘れ	verb	1	3	573	898
ja	男	noun	1	3	158	891
ja	結婚	noun	1	3	327	882
ja	先生	noun	1	3	97	871
ja	理解	noun	1	3	320	859
ja	いつ	compounds	1	3	96	854
ja	見る	verb	1	3	185	853
ja	一緒	noun	1	3	39	853
ja	友達	noun	1	3	138	843
ja	言わ	verb	1	3	477	839
ja	年	noun	1	3	54	813
ja	なら	verb	1	3	248	802
ja	悪い	adjective	1	3	329	799
ja	メアリー	noun	1	3	13	798
ja	来る	verb	1	3	296	794
ja	かけ	verb	1	3	389	757
ja	会っ	verb	1	3	436	740
ja	始め	verb	1	3	212	731
ja	信じ	verb	1	3	572	728
ja	読ん	verb	1	3	425	726
ja	しよう	verb	1	3	155	721
ja	見え	verb	1	3	575	717
ja	入れ	verb	1	3	500	712
ja	意味	noun	1	3	180	710
ja	多い	adjective	1	3	567	707
ja	注意	noun	1	3	242	701
ja	いけ	verb	1	3	133	701
ja	つけ	verb	1	3	454	652
ja	会い	verb	1	3	312	652
ja	つい	verb	1	3	436	646
ja	名前	noun	1	3	50	646
ja	寝	verb	1	3	448	645
ja	与え	verb	1	3	556	644
ja	出発	noun	1	3	338	642
ja	話す	verb	1	3	253	641
ja	料理	noun	1	3	114	634
ja	ため	noun	1	3	58	629
ja	行か	verb	1	3	453	628
ja	ありがとう	compounds	1	3	244	616
ja	出し	verb	1	3	274	609
ja	高い	adjective	1	3	326	608
ja	受け	verb	1	3	457	605
ja	書い	verb	1	3	401	602
ja	どの	compounds	1	3	39	599
ja	待っ	verb	1	3	435	594
ja	一番	adverb	1	3	29	588
ja	わから	verb	1	3	456	583
ja	上	noun	1	3	43	582
ja	旅行	noun	1	3	105	563
ja	帰っ	verb	1	3	329	560
ja	説明	noun	1	3	279	560
ja	欲しい	adjective	1	3	250	559
ja	あげ	verb	1	3	468	549
ja	下さい	verb	1	3	34	548
ja	言い	verb	1	3	318	542
ja	運転	noun	1	3	131	538
ja	犬	noun	1	3	30	536
ja	一人	noun	1	3	63	535
ja	難しい	adjective	1	3	317	534
ja	遅れ	verb	1	3	209	530
ja	願い	verb	1	3	470	527
ja	部屋	noun	1	3	16	522
ja	心配	noun	1	3	274	511
ja	計画	noun	1	3	39	511
ja	失敗	noun	1	3	206	509
