おはよう	1094191284	ja	en	3508966012
おはよう	990717638	ja	en	2223255572
おはよう	2548321059	ja	en	3737065621
おはよう	1111708082	ja	en	362685294
おはよう	2685352875	ja	en	2977164848
おはよう	3761005663	ja	en	2161031628
おはよう	3785569186	ja	en	3405483716
おはよう	3816760935	ja	en	2977164848
おはよう	65573135	ja	en	3885115927
おはよう	2257534850	ja	en	1135035540
おはよう	4270994480	ja	en	1422337796
おはよう	2524584358	ja	en	4142140510
おはよう	721729496	ja	en	833156970
おはよう	999876716	ja	en	865861205
おはよう	841672396	ja	en	107549732
おはようございます	34542788	ja	en	1987325611
おはようございます	4083747685	ja	en	2977164848
おはようございます	841672396	ja	en	107549732
おはようございます	4183162688	ja	en	2550881774
おはようございます	4083747685	ja	en	3188168127
おはようございます	2817240098	ja	en	2977164848
おはようございます	3525454926	ja	en	2512791427
おはようございます	1581790150	ja	en	1077989047
おはようございます	159097152	ja	en	833156970
こんにちは	2832406136	ja	en	2039911270
こんにちは	3983744469	ja	en	3193828684
こんにちは	3019369928	ja	en	320078722
こんにちは	1219173170	ja	en	302794760
こんにちは	1007516414	ja	en	3503540410
こんにちは	860341391	ja	en	2815117603
こんにちは	165293336	ja	en	1020445519
こんにちは	37323479	ja	en	3633583281
こんにちは	1129321704	ja	en	3569660899
こんばんは	3930990322	ja	en	612513278
こんばんは	4069182511	ja	en	1055646302
こんばんは	1132256187	ja	en	1004341782
お久しぶりです	334707394	ja	en	2950601603
お久しぶりです	489774663	ja	en	3912450622
お元気ですか	585667937	ja	en	1363371775
お元気ですか	100838054	ja	en	4104150566
お元気ですか	967848500	ja	en	1472755361
お元気ですか	2853505455	ja	en	1047300374
お元気ですか	4083381754	ja	en	4244214658
お元気ですか	1129321704	ja	en	3569660899
お元気ですか	1916839814	ja	en	2544872303
お元気ですか	1916839814	ja	en	3569660899
お元気ですか	747821423	ja	en	674236534
お元気ですか	2001807359	ja	en	704816254
お元気ですか	2534255865	ja	en	4244214658
お元気ですか	3343723965	ja	en	2224503468
さようなら	2244027687	ja	en	26916473
さようなら	1937523120	ja	en	517729348
さようなら	3602699491	ja	en	3492982276
さようなら	3693770940	ja	en	3620190614
さようなら	2275859867	ja	en	2801777907
さようなら	456645065	ja	en	818574719
またね	3273618165	ja	en	1911252480
またね	3614495742	ja	en	959609918
またね	3465843863	ja	en	959609918
またね	2496450893	ja	en	2650278304
またね	2796020539	ja	en	3425950997
またね	2067951186	ja	en	291511146
おやすみなさい	2529972007	ja	en	561883250
おやすみなさい	2605639160	ja	en	2049436264
おやすみなさい	1758288723	ja	en	1425800568
おやすみなさい	3260965723	ja	en	2322924022
おやすみなさい	2801593610	ja	en	2400986689
ありがとう	784281511	ja	en	235343490
ありがとう	2725120153	ja	en	3627369670
ありがとう	1388433059	ja	en	3355208285
ありがとう	2721490486	ja	en	2785173334
ありがとう	2424633394	ja	en	966300765
ありがとう	1690016092	ja	en	3132834493
ありがとう	263399185	ja	en	1473267222
ありがとう	1663799326	ja	en	599719313
ありがとう	966070017	ja	en	2168190640
ありがとう	818093913	ja	en	3021575717
ありがとう	1037937672	ja	en	2561141869
ありがとう	1047801386	ja	en	2598892247
ありがとう	1224078262	ja	en	1064937598
ありがとう	628120622	ja	en	1535153694
ありがとう	771528360	ja	en	2671183494
ありがとう	772231757	ja	en	2512265789
ありがとう	1038633264	ja	en	559882554
ありがとう	659651639	ja	en	4253493364
ありがとう	477788297	ja	en	1145713376
ありがとう	390262027	ja	en	299155861
ごめん	3964358132	ja	en	2789046526
ごめん	2554234908	ja	en	3623386479
ごめん	2151874588	ja	en	3021635136
ごめん	3040613063	ja	en	1568939236
