ください	1932765896	ja	en	1771974816	
ください	1622677667	ja	en	3894480464	
ください	337370731	ja	en	740171546	
ください	1244969491	ja	en	1053221711	
ください	1433888352	ja	en	2213703120	
ください	1582886733	ja	en	4144062790	
ください	503333426	ja	en	3591145128	
ください	804482429	ja	en	2555345703	
ください	998891526	ja	en	3982759679	
ください	1210973506	ja	en	3135972848	
ください	1309492666	ja	en	1181663978	
ください	1396145558	ja	en	77900969	
ください	1468258599	ja	en	2169629233	
ください	1555718003	ja	en	3959004249	
ください	830775295	ja	en	3145127907	
ください	425311050	ja	en	352592342	
ください	641245782	ja	en	3921984297	
ください	155273857	ja	en	106510777	
ください	156319767	ja	en	3150994042	
ください	883835294	ja	en	120908448	
ください	1081087877	ja	en	2657120500	
ください	1137995642	ja	en	228216490	
ください	1288370612	ja	en	1498187555	
ください	1300165171	ja	en	3228512106	
ください	1341514209	ja	en	3975838729	
ください	1384203665	ja	en	106510777	
ください	1439451993	ja	en	1753030902	
ください	270942632	ja	en	2187421065	
ください	394099556	ja	en	3894413727	
ください	1288272460	ja	en	3097890531	
見	2949686729	ja	en	1337281362	
見	3562504961	ja	en	509301402	
見	1223217420	ja	en	294907014	
見	2426697910	ja	en	3625819424	
見	3677430885	ja	en	491755518	
見	3717161570	ja	en	1694425821	
見	1022214514	ja	en	264548080	
見	1184519184	ja	en	1525144008	
見	2041586704	ja	en	2505716190	
見	2326685837	ja	en	2239799167	
見	3362652633	ja	en	3063330735	
見	3672012460	ja	en	1060971197	
見	4284414025	ja	en	2505716190	
見	4123426867	ja	en	3897745422	
見	1704258	ja	en	462983500	
見	844500492	ja	en	1760680693	
見	1046926219	ja	en	462306656	
見	1165002345	ja	en	1273443931	
見	1472384421	ja	en	276436625	
見	117706656	ja	en	749936721	
見	2103624418	ja	en	509229108	
見	2197713544	ja	en	2505716190	
見	451359232	ja	en	970027934	
見	502464473	ja	en	3107781747	
見	556618722	ja	en	462306656	
見	652837176	ja	en	2810437618	
見	585813184	ja	en	3618614289	
見	202169216	ja	en	4246748806	
見	642862868	ja	en	2004394134	
見	624348696	ja	en	2308382689	
行く	3981882621	ja	en	3491619200	
行く	337208136	ja	en	169991541	
行く	1733419267	ja	en	1022700094	
行く	296568887	ja	en	4006849381	
行く	2329794734	ja	en	2728219159	
行く	72841470	ja	en	4176694234	
行く	1521968591	ja	en	2145700644	
行く	1686801130	ja	en	1270017771	
行く	3879194039	ja	en	4280401078	
行く	867837097	ja	en	2004673929	
行く	3942685591	ja	en	3386941171	
行く	3812173198	ja	en	1059950962	
行く	1656694696	ja	en	889811397	
行く	73063678	ja	en	2285547381	
行く	869853897	ja	en	2610059413	
行く	140818259	ja	en	2077191205	
行く	873400552	ja	en	2288320223	
行く	740743064	ja	en	513741471	
行く	730710683	ja	en	2756345566	
行く	819470955	ja	en	2340247732	
行く	905315856	ja	en	831589421	
行く	85687943	ja	en	164285861	
行く	450396061	ja	en	1084358349	
行く	641059455	ja	en	164013081	
行く	48778748	ja	en	1132228112	
行く	142279114	ja	en	910127009	
行く	594531985	ja	en	1176501113	
行く	123244721	ja	en	2432344034	
行く	301958932	ja	en	411643188	
行く	380979082	ja	en	512564002	
持っ	1368038068	ja	en	2925704554	
持っ	3540400259	ja	en	1278025239	
持っ	3614816612	ja	en	1228955881	
持っ	2565343555	ja	en	2772097232	
持っ	2108738926	ja	en	3129815743	
持っ	3530800014	ja	en	4241695746	
持っ	1550958011	ja	en	439332447	
持っ	1240271464	ja	en	1219437282	
持っ	1502947111	ja	en	3484887187	
持っ	1507254138	ja	en	3678445186	
持っ	475916522	ja	en	707326888	
持っ	2377846392	ja	en	3684882449	
持っ	3073893824	ja	en	182631329	
持っ	3457268469	ja	en	1670581877	
持っ	837001912	ja	en	2602252527	
持っ	635700844	ja	en	3420267873	
持っ	1114159165	ja	en	2201868015	
持っ	245902704	ja	en	96465604	
持っ	1342674343	ja	en	961766756	
持っ	1055358737	ja	en	3465415586	
持っ	338146092	ja	en	388155241	
持っ	308966407	ja	en	261977926	
持っ	1268507847	ja	en	2812322070	
持っ	1978017216	ja	en	3628042445	
持っ	2348363342	ja	en	1107283088	
持っ	2352671373	ja	en	1690810692	
持っ	180164561	ja	en	261977926	
持っ	2819963003	ja	en	4065435716	
持っ	3274410978	ja	en	30356596	
持っ	1891470623	ja	en	1653973182	
食べ	2934011620	ja	en	542322251	
食べ	3315455151	ja	en	1475442534	
食べ	1477437470	ja	en	192793913	
食べ	2909775373	ja	en	161304952	
食べ	250980788	ja	en	1761143415	
食べ	3781070223	ja	en	4000178800	
食べ	1010257453	ja	en	760246293	
食べ	1406105239	ja	en	542322251	
食べ	2413850316	ja	en	3088561514	
食べ	2757909358	ja	en	2983999100	
食べ	3826974655	ja	en	3336434808	
食べ	594838641	ja	en	760246293	
食べ	4158621895	ja	en	2636712687	
食べ	4025762043	ja	en	2525529677	
食べ	657792694	ja	en	2097001675	
食べ	986990205	ja	en	2525529677	
食べ	1194101483	ja	en	1692539	
食べ	157788461	ja	en	601227650	
食べ	2084414764	ja	en	760246293	
食べ	2084499666	ja	en	542322251	
食べ	2595634813	ja	en	1692539	
食べ	436488887	ja	en	783396894	
食べ	46099200	ja	en	347011096	
食べ	589723880	ja	en	3371949009	
食べ	620158862	ja	en	1389263195	
食べ	535199884	ja	en	762306283	
食べ	523347418	ja	en	2915815695	
食べ	572714720	ja	en	1893679619	
食べ	551889660	ja	en	737422669	
食べ	263879485	ja	en	2497629921	
あっ	2612609166	ja	en	758297213	
あっ	2374009374	ja	en	2643026395	
あっ	1936608347	ja	en	2643026395	
あっ	1769667006	ja	en	2744348938	
あっ	1481526419	ja	en	1006185913	
あっ	1764070253	ja	en	758297213	
あっ	1074140091	ja	en	1841762812	
あっ	685214612	ja	en	3641114231	
あっ	772810178	ja	en	2462926218	
あっ	1043764224	ja	en	1131065956	
あっ	1395091096	ja	en	690662927	
あっ	1467007993	ja	en	2718566813	
あっ	1629830185	ja	en	1211355320	
あっ	1747837264	ja	en	261218314	
あっ	246115268	ja	en	875266236	
あっ	166353647	ja	en	169482056	
あっ	594844136	ja	en	1618731558	
あっ	683503835	ja	en	1224405658	
あっ	254289474	ja	en	366840040	
あっ	193583422	ja	en	2430365000	
あっ	306202237	ja	en	2537152205	
あっ	933343387	ja	en	3387322612	
あっ	1194586000	ja	en	2981293747	
あっ	1247055234	ja	en	2282598291	
あっ	1413479415	ja	en	78848971	
あっ	111172783	ja	en	3001861453	
あっ	1489720508	ja	en	3650709275	
あっ	1590388231	ja	en	2981055815	
あっ	1705351184	ja	en	952656287	
あっ	545929263	ja	en	2153790584	
家	3526956272	ja	en	396213129	
家	1820189731	ja	en	2606066895	
家	2441492988	ja	en	2021845651	
家	3338979052	ja	en	1130360178	
家	3201514169	ja	en	2115583324	
家	21827301	ja	en	1034854592	
家	1611410478	ja	en	899139520	
家	1951203415	ja	en	3195579470	
家	3189436263	ja	en	3131556500	
家	3267668063	ja	en	1099497140	
家	4107280819	ja	en	2942138929	
家	4025395314	ja	en	2868065176	
家	504731417	ja	en	2580191768	
家	2465428609	ja	en	3935695806	
家	970639403	ja	en	3870316683	
家	1057863590	ja	en	3928063681	
家	1761018804	ja	en	1845142494	
家	933630526	ja	en	2447609390	
家	895183107	ja	en	447529280	
家	959003332	ja	en	4107953367	
家	686872439	ja	en	2310231701	
家	118814226	ja	en	773495001	
家	196228644	ja	en	3995183007	
家	215206216	ja	en	3237867359	
家	44291758	ja	en	2471935777	
家	172272474	ja	en	69941930	
家	760220073	ja	en	2496862799	
家	835428452	ja	en	2721883853	
家	900252444	ja	en	1742817811	
家	719051878	ja	en	3149346905	
やっ	3997497748	ja	en	1507335019	
やっ	1808547482	ja	en	3600225668	
やっ	2408709073	ja	en	2775134837	
やっ	334898764	ja	en	4061730256	
やっ	2824476231	ja	en	293002274	
やっ	2031449942	ja	en	2412775515	
やっ	2070764417	ja	en	2393356642	
やっ	2397465159	ja	en	992108846	
やっ	3213324074	ja	en	386258907	
やっ	319670944	ja	en	1564446281	
やっ	340442728	ja	en	4208383663	
やっ	2914474864	ja	en	2778044780	
やっ	2078361734	ja	en	541757561	
やっ	483754513	ja	en	1747491405	
やっ	1386448740	ja	en	2521074232	
やっ	1326926328	ja	en	4087733599	
やっ	1415855874	ja	en	2977582606	
やっ	1233619001	ja	en	509793276	
やっ	1285755305	ja	en	1502760339	
やっ	1430260914	ja	en	106084158	
やっ	902281941	ja	en	3151167405	
やっ	266720024	ja	en	3809619296	
やっ	929064315	ja	en	2533685576	
やっ	126849932	ja	en	537481399	
やっ	146894732	ja	en	3138218560	
やっ	170995887	ja	en	230450263	
やっ	197172239	ja	en	2168803944	
やっ	1288159734	ja	en	2585598777	
やっ	1359496103	ja	en	689328539	
やっ	794268138	ja	en	779924242	
行っ	2028093453	ja	en	872710806	
行っ	3617482925	ja	en	2594135538	
行っ	1781068508	ja	en	2484959694	
行っ	1814419161	ja	en	1649627019	
行っ	3197257330	ja	en	1523842827	
行っ	219733910	ja	en	1673771605	
行っ	1855448815	ja	en	3833779962	
行っ	1681610103	ja	en	2713404860	
行っ	1858033278	ja	en	2719282758	
行っ	1156498854	ja	en	3669500507	
行っ	1433934415	ja	en	2844769293	
行っ	1610967516	ja	en	2987783988	
行っ	1759395455	ja	en	1225214813	
行っ	1102482077	ja	en	2191300396	
行っ	1159998064	ja	en	3581614983	
行っ	719770796	ja	en	2200106011	
行っ	35941889	ja	en	1674775663	
行っ	770195591	ja	en	1220900332	
行っ	831329327	ja	en	600255550	
行っ	516453695	ja	en	939003760	
行っ	41709225	ja	en	2436184106	
行っ	280094447	ja	en	278676442	
行っ	45656329	ja	en	783422193	
行っ	1400337522	ja	en	208654590	
行っ	352721694	ja	en	4158136704	
行っ	360674497	ja	en	2032700632	
行っ	437650050	ja	en	2719282758	
行っ	1703885827	ja	en	194703123	
行っ	492351233	ja	en	2066610909	
行っ	614693223	ja	en	427206498	
なり	3487295351	ja	en	3143221844	
なり	3596798260	ja	en	2661407520	
なり	3737037641	ja	en	2959639317	
なり	3137080964	ja	en	855989987	
なり	4083483480	ja	en	657953364	
なり	1047798647	ja	en	1585409181	
なり	942904117	ja	en	1035145646	
なり	1139429110	ja	en	1976869916	
なり	689103465	ja	en	861835570	
なり	603617340	ja	en	1484970504	
なり	888045329	ja	en	4208568623	
なり	932583964	ja	en	57647330	
なり	1038344643	ja	en	2960438303	
なり	1045602808	ja	en	443288813	
なり	727363693	ja	en	1323677476	
なり	402253672	ja	en	3668699153	
なり	401238664	ja	en	2948162531	
なり	433306508	ja	en	2585338976	
なり	245904991	ja	en	2423211043	
なり	600162808	ja	en	3917272674	
なり	235777446	ja	en	825996284	
なり	640910995	ja	en	300685973	
なり	38473843	ja	en	974493373	
なり	818914259	ja	en	3959107124	
なり	271205782	ja	en	3243542264	
なり	70308161	ja	en	1273542883	
なり	181463671	ja	en	298892921	
なり	957243033	ja	en	2563856877	
なり	196355995	ja	en	939588843	
なり	164549829	ja	en	1634526511	
思っ	3705040013	ja	en	4248459049	
思っ	4025716135	ja	en	56719351	
思っ	2332198210	ja	en	3581604974	
思っ	747009579	ja	en	1291896960	
思っ	2202341403	ja	en	1075412285	
思っ	2248905009	ja	en	2487069995	
思っ	2229949258	ja	en	2561546137	
思っ	2334861170	ja	en	1721103518	
思っ	1474342192	ja	en	1489666257	
思っ	1416852515	ja	en	1609555555	
思っ	1954514150	ja	en	1481320117	
思っ	1998122348	ja	en	4130434793	
思っ	90391661	ja	en	4153245284	
思っ	2292319775	ja	en	3580968936	
思っ	1504440223	ja	en	788369005	
思っ	400575819	ja	en	3270451605	
思っ	398134946	ja	en	547193489	
思っ	1147177261	ja	en	2819045020	
思っ	604636874	ja	en	110179805	
思っ	1394991581	ja	en	2566907838	
思っ	1455188340	ja	en	2924508898	
思っ	619453337	ja	en	2334396611	
思っ	801715027	ja	en	918663406	
思っ	1786340734	ja	en	4075460737	
思っ	281262202	ja	en	15087752	
思っ	2086678872	ja	en	361426353	
思っ	396466574	ja	en	2103173159	
思っ	2243967658	ja	en	1147973157	
思っ	2273112535	ja	en	3619561377	
思っ	1282513669	ja	en	189346110	
必要	1918144018	ja	en	3872975274	
必要	260703854	ja	en	2404578348	
必要	1467957312	ja	en	453308225	
必要	2669313969	ja	en	1937468911	
必要	536334871	ja	en	3218148115	
必要	3427538982	ja	en	1968726199	
必要	1997984142	ja	en	4259056915	
必要	3461451570	ja	en	4189046792	
必要	1542527406	ja	en	2788564177	
必要	1149344246	ja	en	1391413749	
必要	1344983538	ja	en	667907981	
必要	1334599069	ja	en	3291703767	
必要	204866462	ja	en	3324240682	
必要	1512799271	ja	en	2392884281	
必要	1548481390	ja	en	3858557422	
必要	701997391	ja	en	3055165307	
必要	582667621	ja	en	180281020	
必要	588784228	ja	en	337647442	
必要	705225572	ja	en	502652829	
必要	70119495	ja	en	1815229374	
必要	107171192	ja	en	2143866623	
必要	216515909	ja	en	3610073192	
必要	1039777370	ja	en	3451261257	
必要	1092089856	ja	en	2300793431	
必要	303259660	ja	en	2753732254	
必要	166153986	ja	en	343448422	
必要	221839907	ja	en	2324581928	
必要	127205350	ja	en	1876840632	
必要	104223376	ja	en	377437937	
必要	491433792	ja	en	2671066449	
あなた	3223505165	ja	en	2896015620	
あなた	1806328650	ja	en	3267553342	
あなた	1199392970	ja	en	3145902729	
あなた	2624283468	ja	en	1988877439	
あなた	4288726022	ja	en	3976299481	
あなた	3311657560	ja	en	2763951137	
あなた	460135012	ja	en	758473858	
あなた	1041773819	ja	en	1797238707	
あなた	1509523449	ja	en	1672727300	
あなた	2049868528	ja	en	1808746600	
あなた	3957706587	ja	en	2477568912	
あなた	89257980	ja	en	3852854952	
あなた	4169613727	ja	en	1681218373	
あなた	3597689384	ja	en	3549077363	
あなた	345042885	ja	en	4049938181	
あなた	381119767	ja	en	1225309520	
あなた	151284839	ja	en	2678664077	
あなた	718838608	ja	en	1970328704	
あなた	1286124314	ja	en	3587360198	
あなた	1502631175	ja	en	3201781017	
あなた	1610628103	ja	en	3806551172	
あなた	305605044	ja	en	932909138	
あなた	297300211	ja	en	187622622	
あなた	310367370	ja	en	912446926	
あなた	41242483	ja	en	2145544832	
あなた	242344320	ja	en	160831761	
あなた	26070474	ja	en	2701999248	
あなた	282909039	ja	en	2773870579	
あなた	253665121	ja	en	4166994859	
あなた	65072295	ja	en	4209965003	
ない	3249001814	ja	en	78662237	
ない	1594346765	ja	en	1319398074	
ない	504685561	ja	en	1565720714	
ない	283014263	ja	en	754381138	
ない	409698541	ja	en	1245133390	
ない	481703765	ja	en	14192101	
ない	191215682	ja	en	383176992	
ない	142785613	ja	en	2097192272	
ない	249243861	ja	en	1029374508	
ない	276306100	ja	en	1565071263	
ない	303712722	ja	en	4112721708	
ない	352336529	ja	en	3731624258	
ない	414477073	ja	en	2270324671	
ない	422218146	ja	en	2739623354	
ない	74247264	ja	en	1971147158	
ない	180207465	ja	en	2075445127	
ない	182531527	ja	en	374702229	
ない	189056546	ja	en	24262236	
ない	215284312	ja	en	875735015	
ない	232065753	ja	en	227281623	
ない	12007283	ja	en	4291563003	
ない	270508679	ja	en	919891937	
ない	2922544	ja	en	675682068	
ない	114060590	ja	en	999248185	
ない	312595487	ja	en	3615053524	
ない	346577465	ja	en	938907728	
ない	111718650	ja	en	1236829491	
ない	413487409	ja	en	629710770	
ない	30827451	ja	en	2855184149	
ない	204752872	ja	en	373844662	
ある	501492030	ja	en	3966832860	
ある	1043201266	ja	en	2895891794	
ある	219522241	ja	en	2199911706	
ある	3323766761	ja	en	2534991735	
ある	895569175	ja	en	1934606084	
ある	931613001	ja	en	1402172886	
ある	1053477481	ja	en	1381312713	
ある	444188904	ja	en	2680524976	
ある	725786475	ja	en	1521975631	
ある	670519190	ja	en	3282341464	
ある	775597359	ja	en	4104319204	
ある	845883524	ja	en	1951718477	
ある	185122762	ja	en	962169292	
ある	1034934814	ja	en	746629717	
