M	1	greeting:おはようございます	こんばんは	こんにちは	お元気ですか	おはよう |
L	greeting	おはよう
S	おはよう	1094191284	ja	en	3508966012
S	おはよう	990717638	ja	en	2223255572
S	おはよう	2548321059	ja	en	3737065621
S	おはよう	1111708082	ja	en	362685294
S	おはよう	2685352875	ja	en	2977164848
S	おはよう	3761005663	ja	en	2161031628
S	おはよう	3785569186	ja	en	3405483716
S	おはよう	3816760935	ja	en	2977164848
S	おはよう	65573135	ja	en	3885115927
S	おはよう	2257534850	ja	en	1135035540
S	おはよう	4270994480	ja	en	1422337796
S	おはよう	2524584358	ja	en	4142140510
S	おはよう	721729496	ja	en	833156970
S	おはよう	999876716	ja	en	865861205
S	おはよう	841672396	ja	en	107549732
L	greeting	おはようございます
S	おはようございます	34542788	ja	en	1987325611
S	おはようございます	4083747685	ja	en	2977164848
S	おはようございます	841672396	ja	en	107549732
S	おはようございます	4183162688	ja	en	2550881774
S	おはようございます	4083747685	ja	en	3188168127
S	おはようございます	2817240098	ja	en	2977164848
S	おはようございます	3525454926	ja	en	2512791427
S	おはようございます	1581790150	ja	en	1077989047
S	おはようございます	159097152	ja	en	833156970
L	greeting	こんにちは
S	こんにちは	2832406136	ja	en	2039911270
S	こんにちは	3983744469	ja	en	3193828684
S	こんにちは	3019369928	ja	en	320078722
S	こんにちは	1219173170	ja	en	302794760
S	こんにちは	1007516414	ja	en	3503540410
S	こんにちは	860341391	ja	en	2815117603
S	こんにちは	165293336	ja	en	1020445519
S	こんにちは	37323479	ja	en	3633583281
S	こんにちは	1129321704	ja	en	3569660899
L	greeting	こんばんは
S	こんばんは	3930990322	ja	en	612513278
S	こんばんは	4069182511	ja	en	1055646302
S	こんばんは	1132256187	ja	en	1004341782
M	2	greeting:ごめん	さようなら	またね	おやすみなさい	ありがとう |
L	greeting	お元気ですか
S	お元気ですか	585667937	ja	en	1363371775
S	お元気ですか	100838054	ja	en	4104150566
S	お元気ですか	967848500	ja	en	1472755361
S	お元気ですか	2853505455	ja	en	1047300374
S	お元気ですか	4083381754	ja	en	4244214658
S	お元気ですか	1129321704	ja	en	3569660899
S	お元気ですか	1916839814	ja	en	2544872303
S	お元気ですか	1916839814	ja	en	3569660899
S	お元気ですか	747821423	ja	en	674236534
S	お元気ですか	2001807359	ja	en	704816254
S	お元気ですか	2534255865	ja	en	4244214658
S	お元気ですか	3343723965	ja	en	2224503468
L	greeting	さようなら
S	さようなら	2244027687	ja	en	26916473
S	さようなら	1937523120	ja	en	517729348
S	さようなら	3602699491	ja	en	3492982276
S	さようなら	3693770940	ja	en	3620190614
S	さようなら	2275859867	ja	en	2801777907
S	さようなら	456645065	ja	en	818574719
L	greeting	またね
S	またね	3273618165	ja	en	1911252480
S	またね	3614495742	ja	en	959609918
S	またね	3465843863	ja	en	959609918
S	またね	2496450893	ja	en	2650278304
S	またね	2796020539	ja	en	3425950997
S	またね	2067951186	ja	en	291511146
L	greeting	おやすみなさい
S	おやすみなさい	2529972007	ja	en	561883250
