おはよう	1094191284	ja	he	おはよう！	צפרא טבא.	העיתון בחינם.	היית חיי.	אספקתנו אוזלת.	אני בצום.	העניין נפתר.	תום כעס?
おはよう	1094191284	ja	he	おはよう！	בוקר טוב.	תום מוכשר?	המורה גיחך.	יריות נשמעו.	אני שפוי?	הפסדנו משהו?	היית אוהד?
おはよう	1094191284	ja	he	おはよう！	בוקר טוב!	הפסיקי לדחוף.	לעזור לכם?	הנה העודף.	הרגע התחלתי.	אתה ומפיר?	מצאנו אותו.
おはよう	3796424133	ja	he	おはよう。	בוקר טוב.	תום מוכשר?	המורה גיחך.	יריות נשמעו.	אני שפוי?	הפסדנו משהו?	היית אוהד?
おはよう	3796424133	ja	he	おはよう。	בוקר טוב!	הפסיקי לדחוף.	לעזור לכם?	הנה העודף.	הרגע התחלתי.	אתה ומפיר?	מצאנו אותו.
おはよう	3796424133	ja	he	おはよう。	צפרא טבא.	העיתון בחינם.	היית חיי.	אספקתנו אוזלת.	אני בצום.	העניין נפתר.	תום כעס?
おはよう	990717638	ja	he	やぁ、トム。おはよう。	היי, טום. בוקר טוב!	בוקר טוב, גבירותי ורבותי.	היי, מה הרעיון הגדול?	היי, יש שם מישהו?	בוקר טוב, אדוני הרופא!	היי, שמי קן סייטו.	מזג האוויר כה טוב!
おはよう	990717638	ja	he	やぁ、トム。おはよう。	שלום, טום. בוקר טוב!	טוב, יקירתי, לילה טוב!	שלום, יש שם מישהו?	שלום, אני מלך היקום.	טוב, יקירי, לילה טוב!	שלום לכם, אנשים טובים!	שמעתי שניצחת. מזל טוב!
おはよう	1887691292	ja	he	おはようございます！	צפרא טבא.	העיתון בחינם.	היית חיי.	אספקתנו אוזלת.	אני בצום.	העניין נפתר.	תום כעס?
おはよう	1887691292	ja	he	おはようございます！	בוקר טוב.	תום מוכשר?	המורה גיחך.	יריות נשמעו.	אני שפוי?	הפסדנו משהו?	היית אוהד?
おはよう	1887691292	ja	he	おはようございます！	בוקר טוב!	הפסיקי לדחוף.	לעזור לכם?	הנה העודף.	הרגע התחלתי.	אתה ומפיר?	מצאנו אותו.
おはよう	65573135	ja	he	おはよう、ケビン！	בוקר טוב, קווין!	כל יום ראשון בבוקר.	בוקר טוב, אווה!	בוקר טוב, וויליאם!	טוב לשמוע את זה.	גם אני, קווין.	כן... גם אני, קווין.
おはよう	2685352875	ja	he	皆さんおはよう。	בוקר טוב לכולם.	בוקר טוב, אהובי.	בוקר טוב, אהובתי.	אני דואג לכולם.	בוקר טוב, חברים.	בידקו את כולם.	בגלל זה תשלם.
おはよう	3761005663	ja	he	おはよう、ミラ！	בוקר, מילה!	צ'יפס, בבקשה.	אני שלוש!	מוזיקת פופ	מלחמת הכוכבים!	הנוקמים.	טוב מאוד.
おはよう	1111708082	ja	he	おはよう、ベンジャミン。	בוקר, בנימין.	היי, לורה.	אני רואה.	כמו ביקסבי?	נשמע מושלם.	וואו, באמת?
おはよう	34542788	ja	he	おはようございます。	צפרא טבא.	העיתון בחינם.	היית חיי.	אספקתנו אוזלת.	אני בצום.	העניין נפתר.	תום כעס?
おはよう	2548321059	ja	he	おはよう、ウィリアム！	בוקר טוב, וויליאם!	כל יום ראשון בבוקר.	אפייה טובה, לילי!	דלק טוב לגוף.	בהצלחה עם זה!  	בוקר טוב, קווין!	אני אוהב אותך, וויליאם.
おはよう	2257534850	ja	he	おはよう、ダイアナ！	בוקר, דיאנה!	לא, ברצינות.	לא נכון.	להתראות!	תודה, אוסקר!	תודה, וויליאם!	זה עובד.
おはよう	3816760935	ja	he	おはよう諸君。	בוקר טוב לכולם.	בוקר טוב, אהובי.	בוקר טוב, אהובתי.	אני דואג לכולם.	בוקר טוב, חברים.	בידקו את כולם.	בגלל זה תשלם.
おはよう	34542788	ja	he	おはようございます。	בוקר טוב.	תום מוכשר?	המורה גיחך.	יריות נשמעו.	אני שפוי?	הפסדנו משהו?	היית אוהד?
おはよう	3785569186	ja	he	おはよう、マイク。	בוקר טוב, מייק.	בוקר טוב לכולם.	הראש שלי ריק.	בוקר טוב, תום.	לא ישנתי מספיק.	זה צריך להספיק.	בוקר טוב, אהובתי.
おはよう	4088532903	ja	he	トム、おはよう。	בוקר טוב, תום.	אבי מהנדס חשמל.	הבנו את תום.	זה חידוש עצום.	בוקר טוב לכולם.	מענים את תום.	בוקר טוב, אהובי.
おはよう	34542788	ja	he	おはようございます。	בוקר טוב!	הפסיקי לדחוף.	לעזור לכם?	הנה העודף.	הרגע התחלתי.	אתה ומפיר?	מצאנו אותו.
おはよう	4083747685	ja	he	皆さん、おはようございます。	בוקר טוב לכולם.	בוקר טוב, אהובי.	בוקר טוב, אהובתי.	אני דואג לכולם.	בוקר טוב, חברים.	בידקו את כולם.	בגלל זה תשלם.
おはよう	2817240098	ja	he	皆様、おはようございます。	בוקר טוב לכולם.	בוקר טוב, אהובי.	בוקר טוב, אהובתי.	אני דואג לכולם.	בוקר טוב, חברים.	בידקו את כולם.	בגלל זה תשלם.
おはよう	4183162688	ja	he	おはようございます、エヴァ！	בוקר טוב, אווה!	כל יום ראשון בבוקר.	אפייה טובה, לילי!	בהצלחה עם זה!	תודה על ההקשבה, אווה.	איזה בוקר	את אמיצה, אווה.
おはよう	2524584358	ja	he	おはよう。起きる時間だよ。	בוקר טוב. זה הזמן לקום מהשינה.	אמא שלו כל הזמן מתלוננת על זה.	שלח את הדואר שלי בבקשה לכתובת הזאת.	בוקר אחד הוא ראה נערה יפה.	אנו עושים את זה כל הזמן.	זה לא הזמן והמקום לעשות את זה.
おはよう	2227592286	ja	he	彼女は私に『おはよう』と挨拶をした。	היא ברכה אותי ב"בוקר טוב".	תוציא את האצבע מהתחת ותזוז!	היא חשה כאב חד בחזה.	זה בדיוק הסוג שאנו צריכים.	היא בשום פנים לא מלאך.	היא חוסכת כדי לנסוע לחו"ל.	מרי אוכלת עכשיו בשביל שניים.
おはよう	1581790150	ja	he	おはようございます。おめざめの時間です。	בוקר טוב. זה הזמן לקום מהשינה.	אמא שלו כל הזמן מתלוננת על זה.	שלח את הדואר שלי בבקשה לכתובת הזאת.	בוקר אחד הוא ראה נערה יפה.	אנו עושים את זה כל הזמן.	זה לא הזמן והמקום לעשות את זה.
おはようございます	34542788	ja	he	おはようございます。	צפרא טבא.	העיתון בחינם.	היית חיי.	אספקתנו אוזלת.	אני בצום.	העניין נפתר.	תום כעס?
おはようございます	34542788	ja	he	おはようございます。	בוקר טוב.	תום מוכשר?	המורה גיחך.	יריות נשמעו.	אני שפוי?	הפסדנו משהו?	היית אוהד?
おはようございます	34542788	ja	he	おはようございます。	בוקר טוב!	הפסיקי לדחוף.	לעזור לכם?	הנה העודף.	הרגע התחלתי.	אתה ומפיר?	מצאנו אותו.
おはようございます	1887691292	ja	he	おはようございます！	צפרא טבא.	העיתון בחינם.	היית חיי.	אספקתנו אוזלת.	אני בצום.	העניין נפתר.	תום כעס?
おはようございます	1887691292	ja	he	おはようございます！	בוקר טוב.	תום מוכשר?	המורה גיחך.	יריות נשמעו.	אני שפוי?	הפסדנו משהו?	היית אוהד?
おはようございます	1887691292	ja	he	おはようございます！	בוקר טוב!	הפסיקי לדחוף.	לעזור לכם?	הנה העודף.	הרגע התחלתי.	אתה ומפיר?	מצאנו אותו.
おはようございます	4083747685	ja	he	皆さん、おはようございます。	בוקר טוב לכולם.	בוקר טוב, אהובי.	בוקר טוב, אהובתי.	אני דואג לכולם.	בוקר טוב, חברים.	בידקו את כולם.	בגלל זה תשלם.
おはようございます	4183162688	ja	he	おはようございます、エヴァ！	בוקר טוב, אווה!	כל יום ראשון בבוקר.	אפייה טובה, לילי!	בהצלחה עם זה!	תודה על ההקשבה, אווה.	איזה בוקר	את אמיצה, אווה.
おはようございます	2817240098	ja	he	皆様、おはようございます。	בוקר טוב לכולם.	בוקר טוב, אהובי.	בוקר טוב, אהובתי.	אני דואג לכולם.	בוקר טוב, חברים.	בידקו את כולם.	בגלל זה תשלם.
おはようございます	1581790150	ja	he	おはようございます。おめざめの時間です。	בוקר טוב. זה הזמן לקום מהשינה.	אמא שלו כל הזמן מתלוננת על זה.	שלח את הדואר שלי בבקשה לכתובת הזאת.	בוקר אחד הוא ראה נערה יפה.	אנו עושים את זה כל הזמן.	זה לא הזמן והמקום לעשות את זה.
こんにちは	2832406136	ja	he	こんにちは。	ברוכים הבאים!	אני שורד.	קלקלת הכול.	אתה בבית.	תום מצונן.	חייכם בסכנה.	שניהם גיחכו.
こんにちは	3363590735	ja	he	こんにちは！	אהלן.	התרקוד?	המשכתי.	תמהר!	סוממתי.	הלכתי.	נשקני.
こんにちは	2832406136	ja	he	こんにちは。	שלום	מְחַבֵּר	אֶלָא	יֶדַע	חלקים	פְּלוּס	מוּתַשׁ	מַסלוּל
こんにちは	2832406136	ja	he	こんにちは。	היי.	החלט.	פישטתי.	תשקי!	תגיב.	חכה!	פחדת.
こんにちは	2832406136	ja	he	こんにちは。	שלום.	תיהני!	חוששני.	נפצעתי.	הרגע.	אפצ'י!	התרוץ?
こんにちは	3363590735	ja	he	こんにちは！	שלום.	תיהני!	חוששני.	נפצעתי.	הרגע.	אפצ'י!	התרוץ?
こんにちは	3363590735	ja	he	こんにちは！	הלו!	בתיאבון!	מחאנו.	היססנו.	תחזור!	תשתזף.	פתחנו!
こんにちは	2832406136	ja	he	こんにちは。	אהלן.	התרקוד?	המשכתי.	תמהר!	סוממתי.	הלכתי.	נשקני.
こんにちは	2832406136	ja	he	こんにちは。	הלו!	בתיאבון!	מחאנו.	היססנו.	תחזור!	תשתזף.	פתחנו!
こんにちは	3983744469	ja	he	こんにちは、如何ですか？	שלום, מה שלומך?	שאלת את אמך?	היי, מה שלומך?	מה שלום טום?	שלום, מה תרצה?	מה שלום בתך?	שלום, מה שמך?
こんにちは	2832406136	ja	he	こんにちは。	אחר צהריים טוב.	הוא עומד לעזוב.	הנערות צחקו בקול.	בוא ננסה שוב.	זה נגמר טוב.	אחר מת מצחוק.
こんにちは	2832406136	ja	he	こんにちは。	ברוך הבא!	עליך לאכול.	הוא איטלקי.	תתחפף, סוטה.	תום עוזב.	אני א-מיני.	הוא מצלצל.
こんにちは	3363590735	ja	he	こんにちは！	היי.	החלט.	פישטתי.	תשקי!	תגיב.	חכה!	פחדת.
こんにちは	229901710	ja	he	こんにちは、ソフィア！	היי סופיה!	בחירות נחמדות.	בסדר, מגניב!	בסדר, סיימתי!	מלחמת הכוכבים!	תודה פרנק!	וואו, באמת?
こんにちは	3968547082	ja	he	こんにちは、リア！	היי לאה!	ברצלונה FC!	טוב, תודה.	בחירה מצוינת!	אני שלוש!	נשמע טעים.	כן, בטח.
こんにちは	434601789	ja	he	こんにちは、サミュエル。	שלום שמואל.	בחירה מצוינת!	הארי פוטר.	גְלִידָה!	קנדריק לאמאר.	מלחמת הכוכבים!	הנוקמים.
